Austin,164.3,169.5,204.6,207.0,226.3,285.0,316.2,297.6,234.0,217.0,168.0,155.0
Chicago,150.0,160.0,200.0,210.0,240.0,300.0,320.0,310.0,280.0,230.0,180.0,160.0
Boston,164.3,169.5,213.9,228.0,266.6,288.0,300.7,275.9,237.0,207.7,144.0,142.6
Houston,142.6,155.4,192.2,210.0,248.0,282.0,294.5,269.7,237.0,229.4,168.0,148.8
Phoenix,300.0,320.0,350.0,370.0,400.0,420.0,430.0,420.0,390.0,360.0,330.0,310.0
