Austin,56.4,51.3,70.1,53.1,112.0,110.0,47.8,59.7,75.9,98.6,75.2,61.0
Chicago,52.10,49.00,69.30,92.20,104.60,103.10,101.90,101.30,84.10,82.00,86.90,65.30
Boston,85.3,82.6,109.7,95.0,88.4,93.5,87.1,83.6,87.4,100.1,101.3,96.0
Houston,85.90,81.30,86.60,84.10,129.30,150.60,96.30,95.50,104.60,144.80,110.20,95.00
Phoenix,30.2,25.6,30.0,20.1,5.5,1.0,0.0,0.0,0.2,1.1,3.2,20.5
Hanoi,18.6,24.8,42.5,92.3,180.4,242.8,288.5,318.2,256.7,130.7,55.3,22.8
